"file_name","V3","V7","V9","V13","V18"
"16_10_Chevrolet$$Aveo$$2009$$Silver$$16_2$$49$$image_2.jpg",0.3538427,-0.46860868,0.67592996,-0.4753869,-1.0824698
"29_34_Ford$$Transit Connect$$2015$$Silver$$29_36$$9$$image_0.jpg",0.49562064,-0.043554086,-0.06435314,-1.2110906,-3.7151139
"Abarth$$595$$2014$$Grey$$2_4$$206$$image_11.jpg",-0.78427196,0.6514746,0.4363184,-0.68520695,0.22636412
"Abarth$$595$$2015$$White$$2_4$$202$$image_1.jpg",-0.7297572,-1.4591604,-1.3294303,-1.3482836,-0.13510422
"Abarth$$595$$2015$$White$$2_4$$31$$image_6.jpg",0.4185117,-1.4420608,-1.2796754,-1.172905,-1.0524969
"Abarth$$595$$2016$$White$$2_4$$234$$image_0.jpg",-0.77593213,-0.83012503,-1.2080331,-1.0188693,-0.830865
"Abarth$$595$$2017$$White$$2_4$$13$$image_3.jpg",0.88037246,-0.81032354,-2.5103507,-1.1625221,-1.3551279
"Abarth$$595$$2019$$Grey$$2_4$$318$$image_16.jpg",-0.44061056,-1.2702802,-1.5832156,-1.0025072,-1.326556
"Abarth$$595$$2019$$White$$2_4$$328$$image_28.jpg",-0.054856583,-0.108982295,-0.30873322,-1.5383877,-0.7862897
"Abarth$$595$$2019$$White$$2_4$$328$$image_48.jpg",-0.054856583,-0.108982295,-0.30873322,-1.5383877,-0.7862897
"Abarth$$595$$2019$$White$$2_4$$328$$image_68.jpg",-0.054856583,-0.108982295,-0.30873322,-1.5383877,-0.7862897
"Abarth$$595$$2019$$White$$2_4$$328$$image_8.jpg",-0.054856583,-0.108982295,-0.30873322,-1.5383877,-0.7862897
"Abarth$$595$$2019$$White$$2_4$$328$$image_88.jpg",-0.054856583,-0.108982295,-0.30873322,-1.5383877,-0.7862897
"Abarth$$595$$2019$$White$$2_4$$341$$image_2.jpg",-0.35375994,-1.9234906,-0.6426278,-1.5061594,-2.3247766
"Alfa Romeo$$159$$2007$$Grey$$4_4$$48$$image_28.jpg",-0.91979533,-1.3194767,1.5466312,1.0679513,-0.3536487
"Alfa Romeo$$159$$2008$$Black$$4_4$$12$$image_0.jpg",0.8484562,1.9625916,0.5927902,1.4882877,0.013785192
"Alfa Romeo$$Giulia$$2017$$Silver$$4_10$$23$$image_0.jpg",-0.41272384,-0.95308286,-1.4089265,1.6886495,1.1754904
"Alfa Romeo$$Giulia$$2017$$White$$4_10$$107$$image_0.jpg",-0.7138462,-1.761113,0.5671267,1.4948405,1.9456675
"Alfa Romeo$$Giulia$$2017$$White$$4_10$$85$$image_5.jpg",-1.2075233,-0.60251707,-1.0315373,1.9109327,1.7197261
"Alfa Romeo$$Giulia$$2018$$White$$4_10$$39$$image_0.jpg",-0.47192648,-0.79932404,-0.3466574,1.5741655,2.3486292
"Alfa Romeo$$Giulia$$2018$$White$$4_10$$71$$image_2.jpg",0.085854545,0.14311182,-0.49414486,1.9832169,2.3300512
"Alfa Romeo$$Giulia$$2018$$White$$4_10$$94$$image_6.jpg",-1.0288596,-0.8946735,-1.3040563,1.5021449,1.5037686
"Alfa Romeo$$Giulia$$2019$$Silver$$4_10$$166$$image_13.jpg",0.75582856,0.7437284,-1.6576178,0.83469445,0.3950776
"Alfa Romeo$$Giulia$$2019$$White$$4_10$$143$$image_7.jpg",-0.45439819,-0.7082589,1.4249313,1.114108,1.4358475
"Alfa Romeo$$Giulia$$2019$$White$$4_10$$149$$image_6.jpg",0.87682164,0.8933451,-0.81568724,1.0587567,0.5638033
"Alfa Romeo$$Giulia$$2019$$White$$4_10$$180$$image_5.jpg",-1.1621479,-2.1571999,0.97214663,1.2884386,0.913118
"Alfa Romeo$$Giulietta$$2010$$White$$4_11$$226$$image_1.jpg",0.41867933,-0.020148788,-0.7208919,1.6470481,0.64429444
"Alfa Romeo$$Giulietta$$2011$$Silver$$4_11$$124$$image_1.jpg",-0.2003026,-1.5878512,0.4395765,1.0854607,0.83756924
"Alfa Romeo$$Giulietta$$2013$$White$$4_11$$138$$image_1.jpg",0.31288958,-0.94283813,1.6080669,0.7498563,0.8507779
"Alfa Romeo$$Giulietta$$2015$$Silver$$4_11$$64$$image_0.jpg",-0.2988815,0.090681404,0.8194547,-0.103321746,0.6704123
"Alfa Romeo$$Giulietta$$2015$$White$$4_11$$304$$image_9.jpg",1.1074873,-0.3265907,-0.9777258,1.2837485,0.50397676
"Alfa Romeo$$Giulietta$$2015$$White$$4_11$$34$$image_12.jpg",0.35593125,-0.064231694,-1.336349,1.4963732,0.28537863
"Alfa Romeo$$Giulietta$$2015$$White$$4_11$$34$$image_22.jpg",0.7932622,-0.09873305,-1.2043318,1.15283,0.54147416
"Alfa Romeo$$Giulietta$$2016$$White$$4_11$$125$$image_6.jpg",0.027017375,-1.680425,-0.6175012,0.3706193,1.4206413
"Alfa Romeo$$Giulietta$$2017$$White$$4_11$$303$$image_2.jpg",0.6495177,-0.8020541,-0.8583594,1.2206136,0.1751339
