"file_name","V3","V4","V6","V7","V9","V11","V17","V18","V19"
"16_10_Chevrolet$$Aveo$$2009$$Silver$$16_2$$49$$image_2.jpg",0.46063486,-1.1586391,-1.372253,0.8646927,0.07016243,-0.07318422,-0.009332797,0.75622,-0.12333763
"29_34_Ford$$Transit Connect$$2015$$Silver$$29_36$$9$$image_0.jpg",1.2976648,0.5316364,-2.209437,-0.5884652,-1.2443174,-2.3124373,0.60755396,-0.11184004,0.27797356
"Abarth$$595$$2014$$Grey$$2_4$$206$$image_11.jpg",0.51623696,1.9817175,-0.03731827,0.3901332,-0.14560914,0.45057383,-0.060484163,-0.17287074,-0.01396239
"Abarth$$595$$2015$$White$$2_4$$202$$image_1.jpg",0.9929421,1.5146704,0.913849,-0.15111814,-0.6442012,-1.0764081,0.21054375,1.9561762,0.014004583
"Abarth$$595$$2015$$White$$2_4$$31$$image_6.jpg",0.65311307,-0.08714144,0.0772241,-0.2739389,-1.1453867,-1.2814915,0.19592258,1.3793916,0.36527225
"Abarth$$595$$2016$$White$$2_4$$234$$image_0.jpg",0.39096433,1.2735528,-0.06916239,0.3389378,-0.29615393,-1.5118291,0.17300929,1.2254766,-0.09679613
"Abarth$$595$$2017$$White$$2_4$$13$$image_3.jpg",0.36308518,0.03364602,1.1432958,-1.3152318,-1.3853518,-2.5316827,0.3981497,0.93980294,0.40319803
"Abarth$$595$$2019$$Grey$$2_4$$318$$image_16.jpg",0.6405958,0.2677621,-0.2954948,0.64370716,-0.3388169,-2.451997,0.28602955,1.5756625,0.03919667
"Abarth$$595$$2019$$White$$2_4$$328$$image_28.jpg",1.9687004,1.7649195,-0.33232364,-1.0522223,-0.31996572,-0.8040551,0.18292865,0.027468042,-0.065515704
"Abarth$$595$$2019$$White$$2_4$$328$$image_48.jpg",1.9687004,1.7649195,-0.33232364,-1.0522223,-0.31996572,-0.8040551,0.18292865,0.027468042,-0.065515704
"Abarth$$595$$2019$$White$$2_4$$328$$image_68.jpg",1.9687004,1.7649195,-0.33232364,-1.0522223,-0.31996572,-0.8040551,0.18292865,0.027468042,-0.065515704
"Abarth$$595$$2019$$White$$2_4$$328$$image_8.jpg",1.9687004,1.7649195,-0.33232364,-1.0522223,-0.31996572,-0.8040551,0.18292865,0.027468042,-0.065515704
"Abarth$$595$$2019$$White$$2_4$$328$$image_88.jpg",1.9687004,1.7649195,-0.33232364,-1.0522223,-0.31996572,-0.8040551,0.18292865,0.027468042,-0.065515704
"Abarth$$595$$2019$$White$$2_4$$341$$image_2.jpg",1.367956,-0.11875399,-1.4655712,0.31009758,-0.9511875,-1.8863645,0.41137168,1.8250717,0.2600121
"Alfa Romeo$$159$$2007$$Grey$$4_4$$48$$image_28.jpg",-1.7223418,0.74262273,-2.1315641,0.46638706,-0.31724548,0.60532457,0.18333577,1.3566667,0.010297222
"Alfa Romeo$$159$$2008$$Black$$4_4$$12$$image_0.jpg",-1.5386302,-1.4642508,-0.29040587,0.63078415,-0.25749356,0.30056572,0.074450254,-1.7139692,-0.11230005
"Alfa Romeo$$Giulia$$2017$$Silver$$4_10$$23$$image_0.jpg",-2.2981596,-0.35368466,1.6483516,2.0351484,-0.8332587,0.9681512,0.2769458,1.040047,0.17454235
"Alfa Romeo$$Giulia$$2017$$White$$4_10$$107$$image_0.jpg",-2.8294685,0.3391887,0.8786057,1.2149383,-0.5079941,2.7472975,0.2259418,1.8204695,0.08178216
"Alfa Romeo$$Giulia$$2017$$White$$4_10$$85$$image_5.jpg",-2.8537688,1.0146784,1.7774351,1.7761935,-0.5421444,1.7069879,0.18908922,0.82586217,0.07570987
"Alfa Romeo$$Giulia$$2018$$White$$4_10$$39$$image_0.jpg",-2.888524,0.27743232,1.7148961,1.1879407,-0.5299354,2.391169,0.19527952,0.75510556,0.1560915
"Alfa Romeo$$Giulia$$2018$$White$$4_10$$71$$image_2.jpg",-2.4909692,-0.36136085,1.6265178,0.72533303,-0.5534549,1.7951933,0.23411229,0.14354096,0.11038704
"Alfa Romeo$$Giulia$$2018$$White$$4_10$$94$$image_6.jpg",-2.0187173,0.80034274,1.6457845,1.5204976,-0.37696964,0.95766187,0.1519389,1.349518,-0.030195998
"Alfa Romeo$$Giulia$$2019$$Silver$$4_10$$166$$image_13.jpg",-1.307744,-0.029525543,1.3521148,-0.2354548,-0.79047936,-0.60497147,0.43376574,-0.4118543,-0.038830265
"Alfa Romeo$$Giulia$$2019$$White$$4_10$$143$$image_7.jpg",-1.4946846,0.83345985,-0.048408862,0.04029623,-0.44973886,2.4296525,0.21352959,0.9863434,0.05844965
"Alfa Romeo$$Giulia$$2019$$White$$4_10$$149$$image_6.jpg",-1.3299937,-0.35869747,0.9116527,-0.098686114,-0.46482,0.0045796297,0.23943505,-0.5138245,-0.042683095
"Alfa Romeo$$Giulia$$2019$$White$$4_10$$180$$image_5.jpg",-1.6524377,0.99413544,-0.11503639,0.9816635,-0.650391,2.027331,0.27389142,2.622576,0.087539464
"Alfa Romeo$$Giulietta$$2010$$White$$4_11$$226$$image_1.jpg",-1.9665403,-0.3723505,0.80907005,0.15456894,-0.7695448,0.06020845,0.39141327,0.14648865,0.006065054
"Alfa Romeo$$Giulietta$$2011$$Silver$$4_11$$124$$image_1.jpg",-1.1540467,0.5248329,0.106363155,0.34110308,-0.8162293,1.3097247,0.34987864,2.0389338,0.12310364
"Alfa Romeo$$Giulietta$$2013$$White$$4_11$$138$$image_1.jpg",-0.7019906,0.1012036,-0.6390016,-0.6918686,-0.3269223,2.0236354,0.11606765,1.179013,0.0899813
"Alfa Romeo$$Giulietta$$2015$$Silver$$4_11$$64$$image_0.jpg",0.12959504,1.6550246,0.13114636,-0.68890274,-0.14978023,0.758412,0.046263173,0.30410036,-0.04446189
"Alfa Romeo$$Giulietta$$2015$$White$$4_11$$304$$image_9.jpg",-1.3894496,-0.26106915,0.86631143,-0.53429663,-0.77673185,-0.052157182,0.30139905,0.5526782,0.13046058
"Alfa Romeo$$Giulietta$$2015$$White$$4_11$$34$$image_12.jpg",-1.9215293,0.025622075,0.9944862,-0.13069415,-0.7267249,-0.50531155,0.32274187,0.1279747,0.05628735
"Alfa Romeo$$Giulietta$$2015$$White$$4_11$$34$$image_22.jpg",-1.4959862,-0.3841045,1.1983247,-0.18935177,-0.7823525,-0.27747193,0.30475515,0.34932846,0.069604486
"Alfa Romeo$$Giulietta$$2016$$White$$4_11$$125$$image_6.jpg",-0.7479025,0.9829698,1.172624,-0.14118305,-0.8857464,0.8621779,0.257939,2.0705435,0.16759749
"Alfa Romeo$$Giulietta$$2017$$White$$4_11$$303$$image_2.jpg",-1.6122391,-1.0399516,0.7692714,0.5824009,-1.1518842,-0.31527278,0.4610274,0.92117834,0.18096916
"Alfa Romeo$$MiTo$$2009$$Silver$$4_14$$265$$image_1.jpg",-0.31555897,-0.50031674,-1.5500467,-0.81549567,-0.53747696,0.89499766,0.19990875,0.9682639,0.09414089
