"file_name","V1","V7","V9","V10","V18"
"16_10_Chevrolet$$Aveo$$2009$$Silver$$16_2$$49$$image_2.jpg",-0.5921806,-0.56882125,0.6754436,-0.53329444,-1.2322114
"29_34_Ford$$Transit Connect$$2015$$Silver$$29_36$$9$$image_0.jpg",-0.55381507,-0.08215395,0.0073585734,-0.70228237,-4.1463995
"Abarth$$595$$2014$$Grey$$2_4$$206$$image_11.jpg",0.7378257,0.49709803,0.36299953,-0.5326679,0.21169499
"Abarth$$595$$2015$$White$$2_4$$202$$image_1.jpg",0.6001593,-1.6895132,-1.5398896,-1.0958042,-0.30203116
"Abarth$$595$$2015$$White$$2_4$$31$$image_6.jpg",-0.62365746,-1.2249271,-1.195442,-1.3816093,-1.123384
"Abarth$$595$$2016$$White$$2_4$$234$$image_0.jpg",0.6395218,-0.86253434,-1.1777507,-0.86995155,-0.96751195
"Abarth$$595$$2017$$White$$2_4$$13$$image_3.jpg",-1.2950865,-0.69297737,-2.377547,-1.3321611,-1.3375429
"Abarth$$595$$2019$$Grey$$2_4$$318$$image_16.jpg",0.3285567,-1.3350109,-1.618772,-1.0210763,-1.428153
"Abarth$$595$$2019$$White$$2_4$$328$$image_28.jpg",0.3410702,-0.14717294,-0.40912482,-1.4338769,-0.82357067
"Abarth$$595$$2019$$White$$2_4$$328$$image_48.jpg",0.3410702,-0.14717294,-0.40912482,-1.4338769,-0.82357067
"Abarth$$595$$2019$$White$$2_4$$328$$image_68.jpg",0.3410702,-0.14717294,-0.40912482,-1.4338769,-0.82357067
"Abarth$$595$$2019$$White$$2_4$$328$$image_8.jpg",0.3410702,-0.14717294,-0.40912482,-1.4338769,-0.82357067
"Abarth$$595$$2019$$White$$2_4$$328$$image_88.jpg",0.3410702,-0.14717294,-0.40912482,-1.4338769,-0.82357067
"Abarth$$595$$2019$$White$$2_4$$341$$image_2.jpg",0.1809259,-2.0720174,-0.7510229,-1.3046142,-2.4029722
"Alfa Romeo$$159$$2007$$Grey$$4_4$$48$$image_28.jpg",0.38826054,-1.4956225,1.1004276,1.4616967,-0.38813642
"Alfa Romeo$$159$$2008$$Black$$4_4$$12$$image_0.jpg",-1.0617386,1.8675463,0.7239074,1.4469799,-0.003864863
"Alfa Romeo$$Giulia$$2017$$Silver$$4_10$$23$$image_0.jpg",0.23874286,-1.087341,-1.1620005,1.8009354,1.0597734
"Alfa Romeo$$Giulia$$2017$$White$$4_10$$107$$image_0.jpg",0.8768805,-1.9586055,0.50897026,1.6207137,1.9480648
"Alfa Romeo$$Giulia$$2017$$White$$4_10$$85$$image_5.jpg",1.0478055,-0.915766,-0.7979611,1.9690336,1.7668874
"Alfa Romeo$$Giulia$$2018$$White$$4_10$$39$$image_0.jpg",0.3757429,-1.1279086,-0.36801514,1.8923134,2.407025
"Alfa Romeo$$Giulia$$2018$$White$$4_10$$71$$image_2.jpg",-0.13291115,0.026473738,-0.28746623,2.025764,2.1839333
"Alfa Romeo$$Giulia$$2018$$White$$4_10$$94$$image_6.jpg",1.1232221,-1.0443711,-1.2371805,1.4530728,1.6523485
"Alfa Romeo$$Giulia$$2019$$Silver$$4_10$$166$$image_13.jpg",-0.69212216,0.7570266,-1.4550714,0.92662066,0.25525188
"Alfa Romeo$$Giulia$$2019$$White$$4_10$$143$$image_7.jpg",0.4402563,-0.9902428,1.3226054,1.208042,1.5570705
"Alfa Romeo$$Giulia$$2019$$White$$4_10$$149$$image_6.jpg",-0.74359596,0.9111112,-0.75939107,1.0555538,0.48283198
"Alfa Romeo$$Giulia$$2019$$White$$4_10$$180$$image_5.jpg",0.91583586,-2.3663926,0.90235496,1.176816,0.9854687
"Alfa Romeo$$Giulietta$$2010$$White$$4_11$$226$$image_1.jpg",-0.3834883,-0.0017203437,-0.74184275,1.6786481,0.44598925
"Alfa Romeo$$Giulietta$$2011$$Silver$$4_11$$124$$image_1.jpg",-0.020799853,-1.9105397,0.30073968,1.1920784,0.922581
"Alfa Romeo$$Giulietta$$2013$$White$$4_11$$138$$image_1.jpg",-0.38721818,-1.1341883,1.5766468,0.9282775,0.81568146
"Alfa Romeo$$Giulietta$$2015$$Silver$$4_11$$64$$image_0.jpg",0.09533061,0.03849012,0.7734798,-0.1720745,0.6384368
"Alfa Romeo$$Giulietta$$2015$$White$$4_11$$304$$image_9.jpg",-0.85142756,-0.30057165,-0.9565309,1.1622517,0.5379194
"Alfa Romeo$$Giulietta$$2015$$White$$4_11$$34$$image_12.jpg",-0.29764497,-0.0025882768,-1.2523606,1.364678,0.13512795
"Alfa Romeo$$Giulietta$$2015$$White$$4_11$$34$$image_22.jpg",-0.8632339,-0.09442881,-1.2493962,1.3100609,0.466673
"Alfa Romeo$$Giulietta$$2016$$White$$4_11$$125$$image_6.jpg",-0.050816014,-1.8929363,-0.78884846,0.35520977,1.3779467
