"file_name","V2","V4","V6","V11","V14"
"16_10_Chevrolet$$Aveo$$2009$$Silver$$16_2$$49$$image_2.jpg",-1.0209414,1.0515643,0.811867,0.6149714,-1.094267
"29_34_Ford$$Transit Connect$$2015$$Silver$$29_36$$9$$image_0.jpg",0.17687327,3.6413298,-0.37399948,0.8111528,-1.0271417
"Abarth$$595$$2014$$Grey$$2_4$$206$$image_11.jpg",1.4870478,-0.26615065,-0.19482787,0.34243998,-0.39584914
"Abarth$$595$$2015$$White$$2_4$$202$$image_1.jpg",1.241926,0.99993014,1.5864497,1.0120641,1.2135918
"Abarth$$595$$2015$$White$$2_4$$31$$image_6.jpg",-0.13552055,1.5292342,1.1923338,1.0441881,0.6684962
"Abarth$$595$$2016$$White$$2_4$$234$$image_0.jpg",1.2388047,1.6868353,0.85933465,0.7160048,0.6696551
"Abarth$$595$$2017$$White$$2_4$$13$$image_3.jpg",-0.9924814,2.0252101,0.8136823,1.0336891,2.0002806
"Abarth$$595$$2019$$Grey$$2_4$$318$$image_16.jpg",0.52279633,2.645691,1.2756662,1.12924,1.067826
"Abarth$$595$$2019$$White$$2_4$$328$$image_28.jpg",0.9390003,1.1066277,0.09953062,1.3248937,-0.27254158
"Abarth$$595$$2019$$White$$2_4$$328$$image_48.jpg",0.9390003,1.1066277,0.09953062,1.3248937,-0.27254158
"Abarth$$595$$2019$$White$$2_4$$328$$image_68.jpg",0.9390003,1.1066277,0.09953062,1.3248937,-0.27254158
"Abarth$$595$$2019$$White$$2_4$$328$$image_8.jpg",0.9390003,1.1066277,0.09953062,1.3248937,-0.27254158
"Abarth$$595$$2019$$White$$2_4$$328$$image_88.jpg",0.9390003,1.1066277,0.09953062,1.3248937,-0.27254158
"Abarth$$595$$2019$$White$$2_4$$341$$image_2.jpg",0.32723814,2.8690844,1.7126822,1.3993077,-0.50310016
"Alfa Romeo$$159$$2007$$Grey$$4_4$$48$$image_28.jpg",0.45642573,0.8205115,1.5441096,-1.3105767,-1.6916906
"Alfa Romeo$$159$$2008$$Black$$4_4$$12$$image_0.jpg",-0.56104606,-0.27215368,-1.4027112,-1.5715215,-0.47995615
"Alfa Romeo$$Giulia$$2017$$Silver$$4_10$$23$$image_0.jpg",-0.53057915,-0.5160531,1.5108341,-1.7702062,1.413422
"Alfa Romeo$$Giulia$$2017$$White$$4_10$$107$$image_0.jpg",-0.08774997,-1.5282748,2.3534832,-2.0624344,-0.10047046
"Alfa Romeo$$Giulia$$2017$$White$$4_10$$85$$image_5.jpg",0.3315254,-1.3015327,1.2865344,-2.3382604,1.246145
"Alfa Romeo$$Giulia$$2018$$White$$4_10$$39$$image_0.jpg",-0.12565446,-1.7037253,1.490327,-2.3857398,0.9328849
"Alfa Romeo$$Giulia$$2018$$White$$4_10$$71$$image_2.jpg",-0.48828316,-1.7483864,0.53503156,-2.040906,1.1466048
"Alfa Romeo$$Giulia$$2018$$White$$4_10$$94$$image_6.jpg",0.39391172,-0.655581,1.7943667,-1.5823475,1.4723877
