"file_name","V1","V4","V8","V10","V12","V13","V16","V19","V20"
"16_10_Chevrolet$$Aveo$$2009$$Silver$$16_2$$49$$image_2.jpg",0,1.2509899,-0.43241912,-0.7652553,-0.42773333,0.6337118,0.038670395,-0.8893079,0.72709507
"29_34_Ford$$Transit Connect$$2015$$Silver$$29_36$$9$$image_0.jpg",0,0.33784693,-2.9893856,-1.3128427,-1.1401405,-2.1176884,0.04016886,-0.943965,0.2958836
"Abarth$$595$$2014$$Grey$$2_4$$206$$image_11.jpg",0,0.55688757,0.12112629,0.54432535,-0.27137256,-0.44536924,-0.04354708,0.18858819,-1.8834947
"Abarth$$595$$2015$$White$$2_4$$202$$image_1.jpg",0,-1.1094701,0.10011396,-1.7827582,-1.0630112,-1.0599264,0.024830103,-0.060471207,-1.2625767
"Abarth$$595$$2015$$White$$2_4$$31$$image_6.jpg",0,-0.51435965,-0.595084,-1.5836617,-0.84073496,-1.2550567,-0.04622686,-0.3358705,0.3298335
"Abarth$$595$$2016$$White$$2_4$$234$$image_0.jpg",0,-0.47454506,-0.76592183,-1.5406823,-0.5738611,-0.40552777,0.04869006,-0.6242426,-1.0861554
"Abarth$$595$$2017$$White$$2_4$$13$$image_3.jpg",0,-1.7538736,-1.1420188,-1.2701446,-1.1256964,-2.0161552,-0.020912856,0.17407985,1.0260242
"Abarth$$595$$2019$$Grey$$2_4$$318$$image_16.jpg",0,-0.8863414,-1.4003211,-2.4242566,-0.96892774,-0.10111279,0.088485025,-1.2109601,-0.5710369
"Abarth$$595$$2019$$White$$2_4$$328$$image_28.jpg",0,0.13021861,-0.6649814,-0.5014915,-1.7783124,-1.0285265,-0.0020317212,1.3541903,-0.9483771
"Abarth$$595$$2019$$White$$2_4$$328$$image_48.jpg",0,0.13021861,-0.6649814,-0.5014915,-1.7783124,-1.0285265,-0.0020317212,1.3541903,-0.9483771
"Abarth$$595$$2019$$White$$2_4$$328$$image_68.jpg",0,0.13021861,-0.6649814,-0.5014915,-1.7783124,-1.0285265,-0.0020317212,1.3541903,-0.9483771
"Abarth$$595$$2019$$White$$2_4$$328$$image_8.jpg",0,0.13021861,-0.6649814,-0.5014915,-1.7783124,-1.0285265,-0.0020317212,1.3541903,-0.9483771
"Abarth$$595$$2019$$White$$2_4$$328$$image_88.jpg",0,0.13021861,-0.6649814,-0.5014915,-1.7783124,-1.0285265,-0.0020317212,1.3541903,-0.9483771
"Abarth$$595$$2019$$White$$2_4$$341$$image_2.jpg",0,0.21480198,-1.5963469,-3.2386043,-1.6563264,-0.55964106,0.092048444,-1.1943763,-0.038436316
"Alfa Romeo$$159$$2007$$Grey$$4_4$$48$$image_28.jpg",0,2.1040637,0.008292823,-1.5575619,1.8205309,-0.089946814,0.09363644,-0.526748,-0.6307611
"Alfa Romeo$$159$$2008$$Black$$4_4$$12$$image_0.jpg",0,0.2912026,-0.46728766,1.4585415,1.3276703,-0.016007684,0.021308683,-0.56751615,1.7963281
"Alfa Romeo$$Giulia$$2017$$Silver$$4_10$$23$$image_0.jpg",0,-1.1870806,1.5088648,-0.71860695,2.5243604,-1.0913081,0.018114768,-2.1995401,-0.13541472
"Alfa Romeo$$Giulia$$2017$$White$$4_10$$107$$image_0.jpg",0,0.3486513,2.9591174,-0.6870931,2.8403077,-0.9340402,0.12777174,-1.5807482,-0.6751334
"Alfa Romeo$$Giulia$$2017$$White$$4_10$$85$$image_5.jpg",0,-0.99381036,1.9615223,-0.09991885,3.1999755,-0.6212736,0.08889157,-2.1027243,-1.1741858
"Alfa Romeo$$Giulia$$2018$$White$$4_10$$39$$image_0.jpg",0,-0.5695936,2.5165758,0.08109669,3.138842,-0.96060866,0.0645035,-1.6773995,-0.61324656
"Alfa Romeo$$Giulia$$2018$$White$$4_10$$71$$image_2.jpg",0,-0.67595136,1.8224577,0.7319478,2.8952973,-0.75973696,0.037753887,-0.9570679,0.14029638
"Alfa Romeo$$Giulia$$2018$$White$$4_10$$94$$image_6.jpg",0,-1.367703,1.5936695,-0.7915811,2.0079408,-0.72084886,0.078374706,-1.7379549,-0.98263353
"Alfa Romeo$$Giulia$$2019$$Silver$$4_10$$166$$image_13.jpg",0,-1.2313988,-0.18009365,0.3607497,1.2452232,-1.2610104,0.03930513,-0.13384478,0.33823046
"Alfa Romeo$$Giulia$$2019$$White$$4_10$$143$$image_7.jpg",0,1.1853569,2.032679,-0.012552328,1.8144921,-0.9891196,0.058980085,-0.17831768,-0.9315265
"Alfa Romeo$$Giulia$$2019$$White$$4_10$$149$$image_6.jpg",0,-0.9888306,0.044996224,0.67365235,1.3705875,-0.9332524,-0.0088817105,-0.51230985,0.9759091
"Alfa Romeo$$Giulia$$2019$$White$$4_10$$180$$image_5.jpg",0,0.9147519,2.227404,-1.7826432,1.7688547,-1.3315002,0.09335288,-1.3817579,-1.2991017
"Alfa Romeo$$Giulietta$$2010$$White$$4_11$$226$$image_1.jpg",0,-0.6562977,0.3327673,-0.07057495,1.8182056,-1.0812321,0.061044343,-0.39481306,0.5087139
"Alfa Romeo$$Giulietta$$2011$$Silver$$4_11$$124$$image_1.jpg",0,0.52365744,1.5577801,-1.2742642,1.165351,-1.7696044,0.08599749,-0.37677944,-0.5213619
"Alfa Romeo$$Giulietta$$2013$$White$$4_11$$138$$image_1.jpg",0,1.5690687,1.7479703,-0.54326314,0.8196808,-0.89781487,0.025503598,0.5201519,-0.1724229
"Alfa Romeo$$Giulietta$$2015$$Silver$$4_11$$64$$image_0.jpg",0,0.5531698,0.8432089,0.21481922,0.10634217,-0.67793304,0.05387006,1.509601,-1.2759699
"Alfa Romeo$$Giulietta$$2015$$White$$4_11$$304$$image_9.jpg",0,-0.88701457,0.4743634,-0.34077618,1.5187166,-1.2651831,0.009266175,0.28803164,0.60258025
"Alfa Romeo$$Giulietta$$2015$$White$$4_11$$34$$image_12.jpg",0,-1.1574155,-0.016955122,-0.24704775,1.943976,-1.1466461,0.054311626,-0.41091102,0.4538869
"Alfa Romeo$$Giulietta$$2015$$White$$4_11$$34$$image_22.jpg",0,-1.23525,0.2130802,-0.26750097,1.6079426,-1.2951149,0.039679237,-0.3815868,0.65861666
"Alfa Romeo$$Giulietta$$2016$$White$$4_11$$125$$image_6.jpg",0,-0.80000085,1.916845,-1.0755711,0.4242991,-2.1549783,0.024893858,0.25647852,-0.6666942
"Alfa Romeo$$Giulietta$$2017$$White$$4_11$$303$$image_2.jpg",0,-0.6782757,0.25804,-0.7265889,1.5270206,-1.5564966,0.019910626,-0.8441597,0.9200974
"Alfa Romeo$$MiTo$$2009$$Silver$$4_14$$265$$image_1.jpg",0,2.000984,0.38480666,-0.90885717,0.33283034,-1.0251647,-0.008722421,0.70694834,0.5592345
"Alfa Romeo$$MiTo$$2012$$White$$4_14$$288$$image_7.jpg",0,-0.034455374,0.35258612,0.92844784,1.8897613,-0.26259008,0.029570155,-0.37152326,1.8247434
"Alfa Romeo$$MiTo$$2015$$White$$4_14$$106$$image_1.jpg",0,0.45709038,-0.24670392,-0.44353685,1.3271834,-0.53778106,-0.007269807,-0.15650043,1.661858
"Alfa Romeo$$MiTo$$2017$$White$$4_14$$334$$image_12.jpg",0,0.0042632967,-0.6894104,-1.396239,0.614738,-1.2729303,-0.009064876,-0.8820552,0.9343571
"Alfa Romeo$$MiTo$$2017$$White$$4_14$$71$$image_0.jpg",0,0.95449007,-0.44098604,-1.253431,0.3924336,-1.2361788,-0.01023145,-0.19573994,-0.62361854
"Audi$$A1$$2010$$White$$7_1$$130$$image_2.jpg",0,0.20415998,-0.43896943,-1.9429996,1.4623262,-0.5803594,0.12581396,0.043330178,-0.11755025
"Audi$$A1$$2011$$White$$7_1$$332$$image_0.jpg",0,0.4205644,1.4684159,-0.7805397,0.20769791,0.5482573,0.04029518,-0.10983394,0.9335048
"Audi$$A1$$2012$$White$$7_1$$649$$image_0.jpg",0,-1.6727605,1.2264277,0.63468313,0.46343902,-0.25345618,0.01797729,0.9940313,1.5268942
"Audi$$A1$$2013$$Silver$$7_1$$10$$image_5.jpg",0,-1.2047614,0.94531095,0.79739916,0.52068985,0.52127504,0.010596268,0.12103385,1.8138752
"Audi$$A1$$2013$$Silver$$7_1$$156$$image_7.jpg",0,-1.3165135,1.2277073,-1.6007943,0.18895379,-0.76145315,0.13706426,0.44452214,-0.20276375
"Audi$$A1$$2013$$White$$7_1$$248$$image_0.jpg",0,-0.11412476,1.2526895,-0.9053451,0.5352018,0.39029026,0.07281148,-0.5966433,0.45369723
"Audi$$A1$$2013$$White$$7_1$$508$$image_0.jpg",0,0.07243331,0.4537024,-1.2985842,-0.030931741,-0.40051883,0.06392657,0.40573972,0.7292773
"Audi$$A1$$2014$$Multicolour$$7_1$$92$$image_5.jpg",0,-0.71637005,1.0521284,-1.8745598,-0.18041365,0.6499377,0.15650544,0.565216,-0.22798327
"Audi$$A1$$2014$$Silver$$7_1$$157$$image_15.jpg",0,-0.75940776,1.865967,-0.44091526,0.26201758,-0.49913698,0.07314841,1.2153455,-1.1341838
"Audi$$A1$$2014$$Silver$$7_1$$157$$image_5.jpg",0,-0.75940776,1.865967,-0.44091526,0.26201758,-0.49913698,0.07314841,1.2153455,-1.1341838
"Audi$$A1$$2015$$White$$7_1$$168$$image_0.jpg",0,0.604853,1.704455,-1.1542474,0.3012034,0.73428065,0.0860842,-0.10132304,0.3092228
"Audi$$A1$$2015$$White$$7_1$$271$$image_5.jpg",0,-1.0202017,0.79620093,-2.08226,1.3177377,-0.58620596,0.18274906,0.39672863,-0.76046693
"Audi$$A1$$2015$$White$$7_1$$563$$image_5.jpg",0,-0.9896702,2.3464308,-1.1543396,-0.20911801,-0.8146394,0.08212487,1.0543662,-1.1824297
"Audi$$A1$$2016$$White$$7_1$$882$$image_2.jpg",0,-1.8183013,1.6282003,-2.234891,1.1239473,-0.56482255,0.16061741,0.6501414,-0.93626827
"Audi$$A1$$2017$$White$$7_1$$715$$image_5.jpg",0,-1.2481707,1.708997,-0.5495793,0.06768429,-0.71895725,0.052633688,1.0964005,0.17899169
"Audi$$A1$$2017$$White$$7_1$$870$$image_5.jpg",0,-2.1236706,1.1419613,-2.6041915,1.0712047,0.09976671,0.13334276,0.32411575,-0.47697726
"Audi$$A1$$2017$$White$$7_1$$924$$image_0.jpg",0,-1.492027,0.54764175,-2.9485087,0.6917552,0.32028818,0.11396729,0.46102655,0.6187787
"Audi$$A1$$2017$$White$$7_1$$974$$image_1.jpg",0,-1.0970055,0.40404984,-0.3798993,1.2554832,0.18988499,0.07646475,0.31744063,1.083779
"Audi$$A3 Cabriolet$$2011$$White$$7_4$$58$$image_1.jpg",0,-1.2022228,3.767136,1.6747396,0.35010475,-0.39118186,0.117353104,0.81566197,-0.601366
"Audi$$A3 Cabriolet$$2011$$White$$7_4$$58$$image_2.jpg",0,-1.7391771,3.6899924,0.91026264,0.006793618,-0.50985044,0.098151036,0.8912066,-1.1175951
"Audi$$A3 Cabriolet$$2013$$White$$7_4$$570$$image_3.jpg",0,0.7893776,2.8389497,-0.7690812,1.0480962,-0.046268716,0.015543215,1.0582069,1.5665952
