market_ids,car_ids,make,model,clustering_ids,firm_ids,shares,quantity,trend,prices,mpg,hp,wt,len,wid,ht,wb,Doors,Seats,hpwt,space,ULSP,ULSD,CPI,mpd,region,Segment,low_share,count,Image_name,gen_ids,bodyshape,grille_height,boxiness,grille_width,old_segment_desc,segment_name,demand_instruments0,demand_instruments1,demand_instruments2,demand_instruments3,demand_instruments4,demand_instruments5,demand_instruments6,demand_instruments7,supply_instruments0,supply_instruments1,supply_instruments2,supply_instruments3,supply_instruments4,supply_instruments5,supply_instruments6,supply_instruments7,supply_instruments8,supply_instruments9
2008,16_11_2008,Chevrolet,Lacetti,16_11,GM,0.0001408757986598,1130,0,15.0185528756957,3.67142857142857,107.142857142857,266.444074285714,4379.28571428571,1799.28571428571,1447.85714285714,2600.0,5.0,5.0,0.402121373613156,1.22133962651826,1.26329579511398,1.38792344019617,0.847,0.609242239097751,United States,3,0,4,Chevrolet$$Lacetti$$2008$$Blue$$16_11$$17$$image_4.jpg,16_11_88,1.0172608,0.3165072,1.201902,-0.51705575,C-segment (compact),C,16.0,6.317651530915709,11.276199993227797,20.82674931281796,216.0,97.3827597223373,142.17197290271122,277.0528864737164,16.0,-15.072852277347243,22.965444165963962,4.006093858662839,216.0,-182.60960556860954,290.8330087219225,50.19882088248971,0.0,0.609242239097751
2008,16_12_2008,Chevrolet,Matiz,16_12,GM,0.0004525479195885,3630,0,7.32388823297914,4.2,62.0,175.487752,3495.0,1495.0,1485.0,2340.0,5.0,5.0,0.35330100986193,0.80988136943216,1.26329579511398,1.38792344019617,0.847,0.696954156788867,United States,1,0,3,Chevrolet$$Matiz$$2009$$Silver$$16_12$$63$$image_8.jpg,16_12_89,1.9799265,-0.38050124,-0.70659566,-1.2263752,A-Segment (Minicars),A,16.0,6.366471894666935,11.188488075536682,21.238207569904063,216.0,97.3827597223373,142.17197290271122,277.0528864737164,16.0,-14.943418722617862,22.8309404835205,4.4169096690430125,216.0,-182.60960556860954,290.8330087219225,50.19882088248971,0.0,0.696954156788867
2008,16_2_2008,Chevrolet,Aveo,16_2,GM,0.0001614461586411,1295,0,12.4350649350649,4.86666666666667,87.3333333333333,230.199071666667,3920.0,1680.0,1505.0,2480.0,4.33333333333333,5.0,0.379381779001237,1.02077114397203,1.26329579511398,1.38792344019617,0.847,0.807581800723608,United States,2,0,7,16_10_Chevrolet$$Aveo$$2009$$Silver$$16_2$$49$$image_2.jpg,16_2_84,0.8675672,-1.2510101,-0.6489619,-0.7020792,B-segment (subcompact),B,16.0,6.340391125527628,11.077860431601941,21.02731779536419,216.0,97.3827597223373,142.17197290271122,277.05288647371646,16.0,-15.014641340408028,22.68361576876364,4.185483804353893,216.0,-182.60960556860954,290.83300872192257,50.19882088248971,0.0,0.807581800723608
2008,16_5_2008,Chevrolet,Captiva,16_5,GM,0.0001614461586411,1295,0,27.2288750210828,3.54285714285714,146.0,395.414344285714,4635.0,1870.0,1720.0,2705.0,5.0,6.14285714285714,0.369232937828135,1.3434588878493,1.26329579511398,1.38792344019617,0.847,0.58790690776748,United States,7,0,7,Chevrolet$$Captiva$$2010$$Black$$16_5$$42$$image_2.jpg,16_5_85,0.13674556,-1.9634423,-0.8053243,0.5107244,J-segment (SUV),J,16.0,6.35053996670073,11.29753532455807,20.704630051486923,216.0,97.38275972233731,142.17197290271122,277.05288647371646,16.0,-14.987526022589119,23.0010915046942,3.9107946216871206,216.0,-182.60960556860954,290.8330087219225,50.19882088248971,0.0,0.58790690776748
2008,17_1_2008,Chrysler,300C,17_1,AggFirm,0.0001378837462988,1106,0,41.5663124754034,2.91666666666667,285.0,442.210028333333,5015.0,1880.0,1468.5,3050.0,4.5,5.0,0.644490133057702,1.46137550103211,1.26329579511398,1.38792344019617,0.847,0.483995942214491,United States,5,1,7,Chrysler$$300C$$2006$$Black$$17_1$$58$$image_11.jpg,17_1_93,-0.40125826,-0.91902655,1.1416016,-0.23345089,E-segment (mid-size luxury sedan),E,32.0,13.894688223658644,19.48168361861318,38.67258817296291,200.0,89.56335427014982,134.0917355742091,258.9670117390576,32.0,-28.931009478573294,40.17032969055482,5.111916441557836,200.0,-169.22315391273293,273.8582626284761,48.913568494247556,0.0,0.483995942214491
2008,17_8_2008,Chrysler,Sebring,17_8,AggFirm,5.44802867383513e-05,437,0,24.6410861865407,3.58,156.4,372.360318,4882.0,1843.0,1497.0,2765.0,3.2,4.6,0.420023274338272,1.39462082542791,1.26329579511398,1.38792344019617,0.847,0.594070447929558,United States,4,1,2,Chrysler$$Sebring$$2008$$Silver$$17_8$$10$$image_0.jpg,17_8_96,1.823268,0.8845711,1.833455,0.71734226,D-segment (mid-size),D,32.0,14.119155082378075,19.371609112898113,38.73934284856711,200.0,89.56335427014982,134.09173557420908,258.9670117390576,32.0,-28.50286009059717,39.96540830184363,5.15867198915514,200.0,-169.22315391273293,273.8582626284761,48.913568494247556,0.0,0.594070447929558
2008,17_9_2008,Chrysler,Voyager,17_9,AggFirm,0.0001816425120772,1457,0,24.8273317591499,3.025,145.25,445.0576625,4808.0,1997.0,1749.0,2878.0,5.0,7.0,0.326362204807562,1.48824886380198,1.26329579511398,1.38792344019617,0.847,0.501972934353886,United States,8,1,5,Chrysler$$Voyager$$2008$$Grey$$17_9$$27$$image_1.jpg,17_9_97,0.15074813,-0.2852164,1.015536,0.12028189,M-segment (MPV),M,32.0,14.212816151908784,19.463706626473783,38.64571481019304,200.0,89.56335427014982,134.09173557420908,258.9670117390576,32.0,-28.250557788054813,40.13386001077343,5.0936943881470125,200.0,-169.22315391273293,273.8582626284761,48.913568494247556,0.0,0.501972934353886
2008,18_12_2008,Citroen,C4,18_12,PSA Peugeot Citroen,0.0021767180925666,17460,0,18.5632798573975,4.86039215686275,112.078431372549,277.522752941176,4272.35294117647,1771.35294117647,1458.0,2608.0,4.2156862745098,5.0,0.403853126220267,1.17301957985176,1.26329579511398,1.38792344019617,0.847,0.806540599368928,France,3,0,10,Citroen$$C4$$2008$$Silver$$18_12$$88$$image_0.jpg,18_12_108,-1.2819892,1.1948755,0.2273724,-0.16101938,C-segment (compact),C,21.0,7.754288646393401,15.480453866552493,26.15547770872365,211.0,95.94439085425249,137.77042066911534,271.77247812447723,21.0,-21.119467098535193,30.98749145110724,4.200830679881297,211.0,-176.56728804286323,282.5304231542555,50.0444511104709,0.0,0.806540599368928
2008,18_15_2008,Citroen,C5,18_15,PSA Peugeot Citroen,0.0003025712949976,2427,0,24.0737898465171,3.97333333333333,147.266666666667,357.1925324,4800.73333333333,1940.46666666667,1467.0,2806.33333333333,4.53333333333333,5.0,0.412289321048154,1.44393221368461,1.26329579511398,1.38792344019617,0.847,0.659340757851055,France,4,0,9,Citroen$$C5$$2009$$Silver$$18_15$$216$$image_3.jpg,18_15_110,0.8250907,-1.3141338,1.0794822,-0.86203635,D-segment (mid-size),D,21.0,7.745852451565514,15.627653708070365,25.8845650748908,211.0,95.9443908542525,137.77042066911534,271.77247812447723,21.0,-21.140141174085006,31.18900520350773,3.9930418455920145,211.0,-176.5672880428632,282.5304231542555,50.0444511104709,0.0,0.659340757851055
2008,18_16_2008,Citroen,C6,18_16,PSA Peugeot Citroen,9.84883902134954e-06,79,0,37.1476870237201,3.37272727272727,194.0,405.65008,4908.0,1860.0,1464.0,2900.0,4.0,5.0,0.478244697991924,1.41498075813644,1.26329579511398,1.38792344019617,0.847,0.559675307724393,France,5,0,5,Citroen$$C6$$2008$$Blue$$18_16$$9$$image_0.jpg,18_16_111,-1.4727404,-0.9238785,2.1360905,-0.3009604,E-segment (mid-size luxury sedan),E,21.0,7.679897074621744,15.727319158197027,25.913516530438972,211.0,95.94439085425249,137.77042066911534,271.77247812447723,21.0,-21.288538357623786,31.352888879661805,4.013296009016469,211.0,-176.5672880428632,282.5304231542555,50.0444511104709,0.0,0.559675307724393
